Source;Target;Label;Weight
118;68;C1;10
126;68;1;5
127;68;3;1
4;70;C;5
7;70;1;5
10;70;L;1
19;70;C;5
26;70;1;5
29;70;C;5
30;70;1;5
36;70;2;2
40;70;2L;2.5
41;70;C;5
46;70;C;5
47;70;C;5
50;70;C;5
61;70;1;5
80;70;C;5
90;70;C;5
96;70;C;5
100;70;C1;10
102;70;C;5
108;70;CL;5.5
113;70;C;5
114;70;C;5
116;70;2;2
117;70;C;5
1;71;2;2
5;71;C2;7
11;71;1;10
17;71;C;5
22;71;1;10
26;71;2;2
37;71;1;5
48;71;1;10
51;71;1;5
52;71;1;5
57;71;C;5
59;71;C;5
72;71;2;2
73;71;C;5
77;71;C;5
80;71;L;0.5
82;71;2;2
83;71;1;5
84;71;1;15
87;71;C1;10
90;71;12;7
91;71;1;5
95;71;C;5
107;71;1;5
108;71;1;10
119;71;C;5
122;71;1;5
128;71;C;5
1;72;2;2
2;72;2;2
5;72;1;5
6;72;2;2
9;72;2;2
15;72;13;6
20;72;1;5
23;72;L;1
31;72;3L;1.5
35;72;1L;5.5
37;72;2;2
43;72;2;2
47;72;1;5
48;72;1;5
50;72;2;4
53;72;L;0.5
55;72;L;0.5
56;72;1;5
57;72;L;0.5
58;72;L;0.5
62;72;L;0.5
65;72;2;4
68;72;23;3
71;72;2;2
74;72;2;2
76;72;1;5
77;72;1;5
79;72;1;5
81;72;2;4
87;72;3L;1.5
89;72;2;2
91;72;L;0.5
93;72;1;5
96;72;3;1
97;72;L;0.5
98;72;L;0.5
102;72;1;5
105;72;L;0.5
107;72;1;5
108;72;L;0.5
127;72;2;4
2;73;L;1
5;73;CL;5.5
6;73;1;5
13;73;2;2
16;73;2;2
17;73;C1;10
22;73;2;2
23;73;3L;2
27;73;3;1
29;73;1;5
33;73;L;0.5
35;73;L;1
37;73;12;7
39;73;1L;10.5
41;73;2;2
43;73;2;2
47;73;1;5
51;73;2;2
52;73;L;0.5
57;73;CL;5.5
59;73;CL;5.5
62;73;2;2
63;73;2;2
65;73;12L;7.5
68;73;2;2
71;73;C;5
77;73;C2;7
80;73;L;0.5
87;73;C23;8
88;73;L;0.5
90;73;1;10
95;73;C;5
96;73;1;5
97;73;3;1
98;73;1;5
104;73;3;1
119;73;CL;5.5
122;73;2;2
126;73;2;2
127;73;3;1
128;73;C;5
9;74;2;2
11;74;1;5
16;74;C;5
18;74;C;5
23;74;1;5
31;74;2;2
37;74;L;0.5
45;74;1;5
48;74;C;5
50;74;1;5
56;74;C;5
65;74;1;5
72;74;2;2
77;74;1;5
91;74;1;5
93;74;1;5
95;74;1;5
96;74;1;5
97;74;1L;5.5
107;74;1;10
111;74;2;4
122;74;C;5
125;74;1;5
128;74;1;5
12;76;2;2
36;76;L;0.5
63;76;1;5
72;76;1;5
77;76;1;5
79;76;2;2
86;76;L;0.5
89;76;1;5
107;76;2;2
108;76;2;2
127;76;1;5
5;77;C1;10
13;77;1;5
16;77;1;5
17;77;C;5
19;77;2;4
26;77;2;2
39;77;1;10
45;77;2;2
57;77;C;5
59;77;C;5
71;77;C;5
72;77;1;5
73;77;C2;7
74;77;1;5
76;77;1;5
79;77;2;2
87;77;C;5
89;77;1;5
92;77;1;5
95;77;C;5
96;77;L;0.5
104;77;1;5
118;77;L;0.5
119;77;C;5
128;77;C;5
1;78;C;5
2;78;L;0.5
12;78;2;2
16;78;1;5
18;78;2;2
23;78;3;1
28;78;1;5
31;78;2;2
33;78;3;1
35;78;2;2
41;78;2;2
45;78;1;10
47;78;2;2
48;78;1;10
51;78;C1;10
52;78;1;5
63;78;2;2
79;78;2;2
81;78;1;5
82;78;3;1
83;78;C;5
93;78;1;5
97;78;3L;1.5
98;78;3;1
122;78;2;2
128;78;2;2
6;79;2;2
7;79;1L;10.5
16;79;2;2
25;79;2;2
27;79;2;2
29;79;2;2
31;79;L;0.5
33;79;3;1
41;79;13;6
53;79;L;0.5
56;79;1;5
59;79;2;2
63;79;1L;5.5
65;79;L;1
68;79;2;2
72;79;1;5
76;79;2;2
77;79;2;2
78;79;2;2
82;79;3;1
89;79;L;0.5
90;79;12;7
91;79;L;0.5
95;79;L;1
97;79;3L;1.5
100;79;2;2
103;79;13L;11.5
104;79;1;5
105;79;23;3
111;79;L;1
113;79;2;2
116;79;2;2
119;79;L;0.5
122;79;1;5
123;79;L;0.5
125;79;3;1
126;79;1;5
127;79;3;1
3;80;L;0.5
4;80;C;5
7;80;1;5
19;80;C;5
23;80;2;2
29;80;C;5
37;80;1;5
41;80;C3;6
46;80;C;5
47;80;C;5
50;80;C;5
54;80;1;5
56;80;1;5
62;80;12;7
68;80;1;5
70;80;C;5
71;80;L;0.5
73;80;L;0.5
84;80;1;5
90;80;C;5
96;80;C;5
100;80;C1;10
102;80;C;5
103;80;1;10
108;80;C;5
111;80;1;5
113;80;C;5
114;80;C;5
115;80;1;5
116;80;1;5
117;80;C;5
118;80;L;0.5
119;80;1;10
128;80;1;5
2;81;3;1
6;81;L;0.5
11;81;L;0.5
15;81;C2L;7.5
29;81;1;5
33;81;2;2
36;81;2;2
47;81;1;5
49;81;1;5
53;81;12;7
65;81;2;2
66;81;2;2
72;81;2;4
78;81;1;5
82;81;23;3
85;81;L;0.5
97;81;2;2
101;81;1L;5.5
107;81;1;10
111;81;2;2
113;81;2;2
119;81;2;2
122;81;12;7
125;81;3;1
126;81;2;2
127;81;2;2
128;81;1;15
9;82;CL;5.5
13;82;2;2
18;82;2L;2.5
19;82;1;5
20;82;C;5
26;82;C;5
28;82;C;5
29;82;L;0.5
30;82;1;5
31;82;L;0.5
33;82;3;1
40;82;C;5
41;82;3;1
48;82;2;2
50;82;3;1
52;82;L;0.5
54;82;1;5
56;82;1;5
58;82;C2L;7.5
59;82;2L;2.5
63;82;3;1
64;82;1;5
65;82;3;2
71;82;2;2
78;82;3;1
79;82;3;1
81;82;23;3
84;82;C2;7
86;82;C;5
90;82;L;0.5
93;82;2;2
95;82;3L;1.5
97;82;2;2
100;82;1;5
103;82;CL;6.5
105;82;L;0.5
108;82;1;5
122;82;2;2
123;82;1;5
128;82;2;2
1;83;C2;7
3;83;2;2
11;83;1;5
16;83;1;5
18;83;2;2
20;83;L;0.5
27;83;1;5
28;83;1;5
41;83;1;5
43;83;1;5
48;83;2;2
51;83;C;5
55;83;1;5
65;83;2;2
71;83;1;5
78;83;C;5
87;83;2;2
93;83;2;2
96;83;1L;5.5
98;83;2;2
101;83;1;5
102;83;L;0.5
105;83;L;0.5
113;83;2;2
115;83;2;2
127;83;2;2
2;84;1;10
6;84;3;1
7;84;2;2
9;84;C2;7
15;84;23;3
20;84;C1;10
22;84;1L;5.5
26;84;C2;7
28;84;C;5
39;84;1;5
40;84;C;5
53;84;2;2
55;84;12;7
57;84;L;0.5
58;84;CL;5.5
61;84;1;5
63;84;2;2
65;84;2;2
71;84;1;15
80;84;1;5
82;84;C2;7
86;84;C;5
91;84;2;2
98;84;12;7
100;84;1;5
103;84;C3;6
108;84;1;5
113;84;1;5
118;84;2;2
126;84;1;5
3;85;1;5
9;85;2;2
10;85;1;5
11;85;1;5
13;85;L;1
15;85;2;2
20;85;1;5
31;85;2;2
40;85;1;5
48;85;L;0.5
57;85;1;5
68;85;1;5
81;85;L;0.5
87;85;2;4
89;85;L;0.5
103;85;L;0.5
110;85;2;2
113;85;1;5
115;85;1;5
118;85;1;5
123;85;1;5
9;86;C;5
20;86;C;5
26;86;C;5
28;86;C1;10
36;86;1;5
40;86;CL;5.5
58;86;C;5
76;86;L;0.5
82;86;C;5
84;86;C;5
103;86;C;5
104;86;1;5
2;87;1;5
5;87;C;5
6;87;3;1
7;87;L;0.5
10;87;1;5
11;87;2;2
12;87;2;2
13;87;1;5
16;87;2;2
17;87;C2;7
18;87;L;0.5
26;87;13;6
33;87;L;0.5
35;87;1;5
50;87;L;0.5
51;87;2;2
57;87;C3;6
58;87;2;2
59;87;C;5
62;87;2;2
65;87;L;0.5
67;87;2;2
68;87;L;0.5
71;87;C1;10
72;87;3L;1.5
73;87;C23;8
77;87;C;5
83;87;2;2
85;87;2;4
88;87;1;5
89;87;1;5
90;87;2;2
91;87;3L;1.5
95;87;C;5
96;87;L;0.5
98;87;13;6
100;87;1;5
105;87;1;5
108;87;2;2
110;87;L;0.5
111;87;L;0.5
113;87;3;1
119;87;C3;6
123;87;2;2
125;87;L;0.5
127;87;3L;1.5
128;87;C;5
1;88;3;1
6;88;2;2
7;88;2;2
10;88;C;5
11;88;1;5
12;88;1;5
20;88;1;5
31;88;2;2
32;88;C;5
41;88;L;0.5
54;88;1;5
55;88;C;5
73;88;L;0.5
87;88;1;5
94;88;C;5
96;88;2;2
97;88;12;7
98;88;C;5
103;88;2;2
113;88;1;5
115;88;1;5
119;88;2;2
2;89;C;5
3;89;L;0.5
10;89;1;10
13;89;C12;14
15;89;1;5
21;89;L;0.5
23;89;1;5
29;89;2;2
37;89;2;2
50;89;L;0.5
56;89;1;5
61;89;C;5
66;89;2;2
68;89;C;5
72;89;2;2
76;89;1;5
77;89;1;5
79;89;L;0.5
85;89;L;0.5
87;89;1;5
92;89;C;5
96;89;1;5
97;89;2;2
101;89;1;5
105;89;2;2
108;89;1;5
111;89;12;7
115;89;L;0.5
116;89;L;0.5
118;89;C;5
122;89;1;5
1;90;2L;2.5
4;90;C;5
7;90;L;0.5
11;90;2;2
13;90;1;5
15;90;3L;1.5
16;90;2;6
19;90;C;5
29;90;C;5
33;90;3;1
41;90;C;5
45;90;2;2
46;90;C;5
47;90;C12;12
50;90;CL;5.5
51;90;12;7
54;90;1L;5.5
56;90;1;5
59;90;2;2
65;90;3;1
67;90;2;2
70;90;C;5
71;90;12;7
73;90;1;10
79;90;12;7
80;90;C;5
82;90;L;0.5
87;90;2;2
95;90;3;1
96;90;C;5
97;90;12L;7.5
100;90;C1;10
101;90;1;5
102;90;C;5
104;90;2;2
108;90;C;5
113;90;C1;10
114;90;C12;12
117;90;C;5
118;90;1;5
123;90;2;2
126;90;1;5
127;90;2;2
1;91;1;5
6;91;12;7
11;91;2;4
13;91;2L;2.5
17;91;L;0.5
18;91;12;7
20;91;2;2
22;91;1;5
23;91;1;5
26;91;3;1
30;91;1;5
31;91;2;2
33;91;23L;3.5
35;91;1;5
39;91;1;5
41;91;1;5
45;91;1;5
51;91;2;2
52;91;1;5
53;91;1L;10.5
56;91;L;0.5
57;91;L;0.5
63;91;1;5
65;91;2L;2.5
71;91;1;5
72;91;L;0.5
74;91;1;5
79;91;L;0.5
84;91;2;2
87;91;3L;1.5
92;91;1;5
93;91;2;2
95;91;2;2
97;91;2;2
108;91;1;5
116;91;C2;7
118;91;2;2
119;91;2;2
126;91;C;5
127;91;C;5
2;92;C1;10
6;92;2;2
13;92;C1;10
16;92;1;5
19;92;2;2
35;92;1;5
57;92;2;2
61;92;C;5
68;92;C1;10
77;92;1;5
89;92;C;5
91;92;1;5
103;92;13;6
113;92;L;0.5
118;92;C;5
119;92;2;2
128;92;1;5
7;93;12;7
11;93;1;5
15;93;2;4
17;93;1L;5.5
18;93;1;5
22;93;1L;5.5
27;93;1;5
36;93;1;5
37;93;2;2
41;93;1;5
45;93;L;0.5
57;93;2;2
72;93;1;5
74;93;1;5
78;93;1;5
82;93;2;2
83;93;2;2
91;93;2;2
97;93;2;2
107;93;2;2
111;93;12;7
122;93;1;5
123;93;1;10
125;93;1L;5.5
2;94;2;2
10;94;C;5
26;94;2;2
30;94;2;2
32;94;C;5
55;94;C;5
88;94;C;5
96;94;1;5
98;94;C;5
117;94;L;0.5
122;94;1;5
2;95;3;1
5;95;C2;7
6;95;2;2
7;95;L;0.5
11;95;12;7
17;95;C3;6
18;95;3;2
23;95;2;2
25;95;L;0.5
27;95;1;5
35;95;1;5
37;95;2;4
39;95;2L;2.5
51;95;2;2
53;95;3;1
55;95;3;1
56;95;3;1
57;95;C;5
59;95;C;5
62;95;1;5
63;95;L;0.5
65;95;L;1
67;95;2;2
71;95;C;5
73;95;C;5
74;95;1;5
77;95;C;5
79;95;L;1
82;95;3L;1.5
87;95;C;5
90;95;3;1
91;95;2;2
97;95;L;0.5
101;95;3;1
107;95;L;0.5
108;95;2;2
111;95;L;1
115;95;L;0.5
119;95;C;5
122;95;12;7
123;95;L;0.5
127;95;L;0.5
128;95;C;5
3;96;1;5
4;96;C;5
5;96;1;5
6;96;2;2
10;96;1;5
11;96;1;5
13;96;1;5
18;96;L;0.5
19;96;C;5
20;96;2;2
23;96;23;3
29;96;C;5
30;96;2;2
33;96;2;4
36;96;1;5
39;96;2;4
41;96;CL;5.5
46;96;C;5
47;96;C;5
48;96;L;0.5
50;96;C;5
56;96;L;0.5
58;96;3;1
59;96;2;2
61;96;1;5
63;96;1;10
66;96;1;5
70;96;C;5
72;96;3;1
73;96;1;5
74;96;1;5
77;96;L;0.5
80;96;C;5
83;96;1L;5.5
87;96;L;0.5
88;96;2;2
89;96;1;5
90;96;C;5
94;96;1;5
97;96;3;1
100;96;C1;10
101;96;1;5
102;96;C;5
107;96;3;1
108;96;C;5
111;96;2;2
113;96;C;5
114;96;C;5
116;96;1;5
117;96;C;5
118;96;1;5
125;96;1;5
126;96;2;2
128;96;2;2
1;97;L;0.5
10;97;2;2
12;97;2;2
16;97;1;5
18;97;1;10
19;97;L;0.5
20;97;2;2
23;97;2L;2.5
26;97;3L;1.5
29;97;2;2
33;97;L;0.5
47;97;3;1
51;97;2;2
52;97;2;2
53;97;2;2
56;97;L;0.5
65;97;L;0.5
68;97;L;0.5
72;97;L;0.5
73;97;3;1
74;97;1L;5.5
78;97;3L;1.5
79;97;3L;1.5
81;97;2;2
82;97;2;2
88;97;12;7
89;97;2;2
90;97;12L;7.5
91;97;2;2
93;97;2;2
95;97;L;0.5
96;97;3;1
101;97;2L;2.5
104;97;L;0.5
108;97;2;2
111;97;3;1
116;97;2;2
119;97;L;1
122;97;3;1
123;97;L;0.5
125;97;1;5
126;97;1;5
127;97;L;0.5
1;98;2L;2.5
10;98;C;5
16;98;1;5
17;98;12;7
22;98;1;5
30;98;2;2
31;98;3;1
32;98;C;5
43;98;2;2
48;98;1;5
53;98;13;6
55;98;C;5
57;98;1;5
58;98;12;7
65;98;L;1
66;98;1;5
67;98;2;2
72;98;L;0.5
73;98;1;5
78;98;3;1
83;98;2;2
84;98;12;7
87;98;13;6
88;98;C;5
94;98;C;5
100;98;L;0.5
105;98;3;1
111;98;2;2
115;98;1L;5.5
116;98;2;2
123;98;1;5
125;98;1;5
1;100;1;5
3;100;1;5
4;100;C;5
11;100;1;5
13;100;1;5
18;100;1;5
19;100;C3;6
23;100;2;4
26;100;L;0.5
29;100;C;5
31;100;3;1
41;100;C;5
46;100;C;5
47;100;C;5
50;100;C;5
54;100;1;5
56;100;1;5
57;100;2;2
70;100;C1;10
79;100;2;2
80;100;C1;10
82;100;1;5
84;100;1;5
87;100;1;5
90;100;C1;10
96;100;C1;10
98;100;L;0.5
102;100;C;5
103;100;2;2
104;100;2;2
108;100;C;5
111;100;2L;2.5
113;100;C;5
114;100;C;5
115;100;1;5
117;100;C;5
123;100;1;5
1;101;3;1
13;101;1;5
15;101;2;2
19;101;2;2
25;101;1;5
29;101;1;5
35;101;1;5
47;101;3;1
48;101;2;2
55;101;2;2
59;101;1;5
63;101;C2L;9.5
65;101;2;2
81;101;1L;5.5
83;101;1;5
89;101;1;5
90;101;1;5
95;101;3;1
96;101;1;5
97;101;2L;2.5
104;101;2;2
105;101;C1;10
107;101;1;5
108;101;3;1
111;101;1;5
116;101;1;5
119;101;L;0.5
122;101;1;5
123;101;1;5
128;101;1;5
4;102;C;5
19;102;C;5
21;102;2;2
29;102;C;5
36;102;12;7
41;102;C;5
46;102;C;5
47;102;C;5
48;102;2;2
50;102;C;5
61;102;2;2
66;102;L;0.5
67;102;L;0.5
70;102;C;5
72;102;1;5
80;102;C;5
83;102;L;0.5
90;102;C;5
96;102;C;5
100;102;C;5
108;102;C;5
113;102;C;5
114;102;C;5
117;102;C;5
126;102;L;0.5
1;103;2L;2.5
3;103;1;5
7;103;2;2
9;103;C1L;11
17;103;3L;1.5
20;103;C;5
26;103;C;5
28;103;C2;7
29;103;2;2
30;103;1;5
33;103;2;2
37;103;L;0.5
39;103;1;5
40;103;C;5
41;103;12;7
48;103;2;2
50;103;3;1
52;103;2;2
53;103;2L;2.5
54;103;1;5
58;103;CL;5.5
62;103;1;10
63;103;L;1
79;103;13L;11.5
80;103;1;10
82;103;CL;6.5
84;103;C3;6
85;103;L;0.5
86;103;C;5
88;103;2;2
92;103;13;6
100;103;2;2
104;103;2;2
105;103;1L;5.5
107;103;2;2
108;103;2;4
110;103;2;2
114;103;2;2
122;103;L;0.5
5;104;1;5
7;104;1;5
18;104;1;5
31;104;C;5
37;104;2;2
41;104;2;2
47;104;1;5
65;104;3;1
73;104;3;1
77;104;1;5
79;104;1;5
86;104;1;5
90;104;2;2
97;104;L;0.5
100;104;2;2
101;104;2;2
103;104;2;2
126;104;L;0.5
128;104;1;5
2;105;12;7
6;105;L;0.5
7;105;L;0.5
13;105;2L;2.5
17;105;L;0.5
20;105;3;1
22;105;2;4
43;105;2;2
47;105;L;0.5
50;105;L;0.5
55;105;3;1
56;105;2;2
58;105;12;7
62;105;1;5
63;105;C2;9
72;105;L;0.5
79;105;23;3
82;105;L;0.5
83;105;L;0.5
87;105;1;5
89;105;2;2
98;105;3;1
101;105;C1;10
103;105;1L;5.5
107;105;1;5
108;105;L;0.5
110;105;1;5
111;105;3;1
116;105;1L;5.5
122;105;2;2
126;105;2;2
128;105;L;0.5
7;107;C;5
13;107;L;0.5
21;107;C;5
26;107;2;2
33;107;2;2
35;107;12;7
36;107;C1L;10.5
37;107;1;5
49;107;C;5
52;107;1;5
55;107;2;4
56;107;2;2
62;107;C;5
67;107;1L;6
68;107;1;5
71;107;1;5
72;107;1;5
74;107;1;10
76;107;2;2
81;107;1;10
93;107;2;2
95;107;L;0.5
96;107;3;1
101;107;1;5
103;107;2;2
105;107;1;5
114;107;2;2
116;107;1;5
118;107;1;5
123;107;C;5
125;107;12;7
127;107;2;2
4;108;C;5
6;108;1;5
9;108;2;2
11;108;2;4
12;108;1;5
13;108;12;7
18;108;2;2
19;108;C;5
20;108;1;5
23;108;1;5
29;108;C;5
37;108;13;6
40;108;1;5
41;108;C1;10
46;108;C;5
47;108;C;5
50;108;C2;7
51;108;1;10
58;108;1;10
70;108;CL;5.5
71;108;1;10
72;108;L;0.5
76;108;2;2
80;108;C;5
82;108;1;5
84;108;1;5
87;108;2;2
89;108;1;5
90;108;C;5
91;108;1;5
95;108;2;2
96;108;C;5
97;108;2;2
100;108;C;5
101;108;3;1
102;108;C;5
103;108;2;4
105;108;L;0.5
113;108;C3;6
114;108;C;5
117;108;C;5
118;108;2;2
119;108;1;5
122;108;1;10
127;108;2;2
1;110;2;2
10;110;L;0.5
11;110;1;10
13;110;1;5
18;110;12;7
25;110;L;1.5
30;110;1;5
47;110;2;2
49;110;L;0.5
51;110;2;2
65;110;2;2
85;110;2;2
87;110;L;0.5
103;110;2;2
105;110;1;5
113;110;1;5
118;110;2;2
119;110;2;2
123;110;3;1
125;110;2;2
1;111;L;0.5
2;111;1;5
5;111;2;2
6;111;1;5
7;111;12;7
13;111;123;8
16;111;2;2
17;111;2;4
19;111;L;0.5
20;111;1;5
26;111;2;4
27;111;3;1
30;111;2;2
47;111;3;2
54;111;2;2
63;111;3L;2.5
65;111;3;1
66;111;C1L;10.5
74;111;2;4
79;111;L;1
80;111;1;5
81;111;2;2
87;111;L;0.5
89;111;12;7
93;111;12;7
95;111;L;1
96;111;2;2
97;111;3;1
98;111;2;2
100;111;2L;2.5
101;111;1;5
105;111;3;1
113;111;L;0.5
115;111;13;6
119;111;3;1
123;111;3L;1.5
125;111;L;0.5
127;111;L;0.5
1;113;3L;2.5
3;113;L;0.5
4;113;C;5
5;113;2;2
7;113;3;1
11;113;2L;2.5
15;113;L;0.5
16;113;2;2
17;113;1;5
19;113;C12;12
23;113;L;0.5
26;113;1;5
29;113;C;5
31;113;1;5
41;113;CL;5.5
46;113;C;5
47;113;CL;5.5
50;113;C;5
51;113;2;2
55;113;1;5
56;113;1;5
58;113;23;5
59;113;12;7
70;113;C;5
79;113;2;2
80;113;C;5
81;113;2;2
83;113;2;2
84;113;1;5
85;113;1;5
87;113;3;1
88;113;1;5
90;113;C1;10
92;113;L;0.5
96;113;C;5
100;113;C;5
102;113;C;5
108;113;C3;6
110;113;1;5
111;113;L;0.5
114;113;CL;5.5
117;113;C;5
118;113;L;0.5
119;113;L;0.5
3;114;1;5
4;114;C;5
17;114;2;2
19;114;C;5
20;114;1;5
29;114;C;5
31;114;2;2
41;114;C;5
45;114;1;5
46;114;C;5
47;114;C;5
48;114;12;7
50;114;C;5
52;114;1;5
57;114;1;5
59;114;1L;5.5
67;114;L;0.5
68;114;1;5
70;114;C;5
80;114;C;5
90;114;C12;12
96;114;C;5
100;114;C;5
102;114;C;5
103;114;2;2
107;114;2;2
108;114;C;5
113;114;CL;5.5
117;114;C;5
119;114;1;5
2;115;12;12
9;115;2;2
13;115;1;5
15;115;L;0.5
19;115;1;5
23;115;12;7
26;115;2L;2.5
28;115;L;0.5
31;115;1;5
40;115;1;5
43;115;L;0.5
45;115;C2;7
48;115;12;7
49;115;L;0.5
52;115;1;5
56;115;L;0.5
67;115;C;5
80;115;1;5
83;115;2;2
85;115;1;5
88;115;1;5
89;115;L;0.5
95;115;L;0.5
98;115;1L;5.5
100;115;1;5
111;115;13;6
123;115;1;5
126;115;2;2
5;116;L;0.5
13;116;L;0.5
17;116;1;10
31;116;1;5
40;116;1;5
45;116;1;5
48;116;1;5
50;116;2;2
53;116;1;5
56;116;2;2
59;116;2;2
62;116;1;5
67;116;1;10
68;116;2;2
70;116;2;2
79;116;2;2
80;116;1;5
89;116;L;0.5
91;116;C2;7
96;116;1;5
97;116;2;2
98;116;2;2
101;116;1;5
105;116;1L;5.5
107;116;1;5
117;116;L;0.5
122;116;2;2
123;116;L;0.5
126;116;C1;10
127;116;C;5
4;117;C;5
19;117;C;5
29;117;C;5
41;117;C;5
46;117;C;5
47;117;C;5
50;117;C;5
67;117;L;0.5
70;117;C;5
80;117;C;5
90;117;C;5
94;117;L;0.5
96;117;C;5
100;117;C;5
102;117;C;5
108;117;C;5
113;117;C;5
114;117;C;5
116;117;L;0.5
2;118;C;5
13;118;C;5
16;118;12L;12.5
17;118;2;2
18;118;2;2
27;118;L;0.5
28;118;1;5
45;118;1;5
46;118;L;0.5
50;118;L;0.5
56;118;2;2
59;118;1;5
61;118;C;5
66;118;2;2
68;118;C1;10
77;118;L;0.5
80;118;L;0.5
84;118;2;2
85;118;1;5
89;118;C;5
90;118;1;5
91;118;2;2
92;118;C;5
96;118;1;5
107;118;1;5
108;118;2;2
110;118;2;2
113;118;L;0.5
1;119;3L;1.5
2;119;2;4
5;119;C;5
9;119;1;5
11;119;L;0.5
17;119;C1;10
21;119;L;0.5
22;119;2;2
31;119;1;5
36;119;2;2
39;119;12L;12.5
41;119;3;1
48;119;1;5
49;119;1;5
50;119;2L;2.5
52;119;2;2
57;119;CL;5.5
59;119;C;5
63;119;L;0.5
66;119;2;2
71;119;C;5
73;119;CL;5.5
77;119;C;5
79;119;L;0.5
80;119;1;10
81;119;2;2
87;119;C3;6
88;119;2;2
91;119;2;2
92;119;2;2
95;119;C;5
97;119;L;1
101;119;L;0.5
108;119;1;5
110;119;2;2
111;119;3;1
113;119;L;0.5
114;119;1;5
123;119;1;5
125;119;1L;5.5
128;119;C;5
3;122;2;2
5;122;1;5
9;122;12;9
11;122;1;5
15;122;1;5
16;122;C;5
18;122;C;5
19;122;1;5
20;122;2;2
31;122;L;0.5
33;122;L;0.5
39;122;2;2
41;122;L;0.5
45;122;1;5
48;122;C12;12
54;122;3;1
55;122;2;2
56;122;C;5
59;122;1;5
63;122;L;0.5
71;122;1;5
73;122;2;2
74;122;C;5
78;122;2;2
79;122;1;5
81;122;12;7
82;122;2;2
89;122;1;5
93;122;1;5
94;122;1;5
95;122;12;7
97;122;3;1
101;122;1;5
103;122;L;0.5
105;122;2;2
108;122;1;10
116;122;2;2
125;122;2;2
127;122;L;0.5
128;122;3;1
7;123;C1;10
10;123;2;2
11;123;2;2
13;123;1;5
16;123;3;1
21;123;CL;5.5
23;123;1L;6
26;123;1;5
28;123;1;5
31;123;2;4
36;123;CL;5.5
49;123;C1;10
54;123;1;5
57;123;2;2
62;123;C2;7
63;123;L;0.5
65;123;2;2
66;123;2;2
79;123;L;0.5
82;123;1;5
85;123;1;5
87;123;2;2
90;123;2;2
93;123;1;10
95;123;L;0.5
97;123;L;0.5
98;123;1;5
100;123;1;5
101;123;1;5
107;123;C;5
110;123;3;1
111;123;3L;1.5
115;123;1;5
116;123;L;0.5
119;123;1;5
125;123;1;5
3;125;1;5
6;125;L;0.5
7;125;2;2
10;125;1;5
13;125;1;5
15;125;2;2
23;125;12;7
30;125;1;5
31;125;2L;2.5
37;125;1;5
39;125;12;7
43;125;1;5
47;125;1;5
49;125;2;2
51;125;1;5
52;125;CL;5.5
57;125;2;2
59;125;2;2
62;125;2L;2.5
67;125;1;5
74;125;1;5
79;125;3;1
81;125;3;1
87;125;L;0.5
93;125;1L;5.5
96;125;1;5
97;125;1;5
98;125;1;5
107;125;12;7
110;125;2;2
111;125;L;0.5
119;125;1L;5.5
122;125;2;2
123;125;1;5
26;126;1;5
35;126;1;5
41;126;L;0.5
50;126;2;2
54;126;L;0.5
56;126;1;5
63;126;2;2
68;126;1;5
73;126;2;2
79;126;1;5
81;126;2;2
84;126;1;5
90;126;1;5
91;126;C;5
96;126;2;2
97;126;1;5
102;126;L;0.5
104;126;L;0.5
105;126;2;2
115;126;2;2
116;126;C1;10
127;126;C;5
3;127;1;5
5;127;2;2
7;127;123L;8.5
15;127;L;0.5
16;127;1;5
17;127;1L;5.5
26;127;3;1
27;127;2;2
31;127;L;0.5
39;127;2;2
47;127;L;1
50;127;L;0.5
51;127;2;2
55;127;L;0.5
59;127;3;1
63;127;L;0.5
68;127;3;1
72;127;2;4
73;127;3;1
76;127;1;5
79;127;3;1
81;127;2;2
83;127;2;2
87;127;3L;1.5
90;127;2;2
91;127;C;5
95;127;L;0.5
97;127;L;0.5
107;127;2;2
108;127;2;2
111;127;L;0.5
116;127;C;5
122;127;L;0.5
126;127;C;5
1;128;2;2
5;128;C;5
6;128;1;5
11;128;1;5
15;128;2;4
17;128;C1;10
22;128;2;2
29;128;1;5
30;128;1;5
41;128;2;2
43;128;1;5
54;128;12;7
56;128;1;5
57;128;C;5
59;128;C;5
63;128;L;0.5
71;128;C;5
73;128;C;5
74;128;1;5
77;128;C;5
78;128;2;2
80;128;1;5
81;128;1;15
82;128;2;2
87;128;C;5
92;128;1;5
95;128;C;5
96;128;2;2
101;128;1;5
104;128;1;5
105;128;L;0.5
119;128;C;5
122;128;3;1
