Source;Target;Label;Weight
21;107;2;2
26;107;2;2
27;107;23;3
28;107;1;5
31;107;2;2
35;107;L;0.5
36;107;1L;5.5
43;107;12;7
54;107;2;2
59;107;1;5
63;107;L;0.5
65;107;1;5
66;107;L;0.5
71;107;2;2
72;107;1;5
82;107;2;2
85;107;1;5
87;107;2;2
90;107;1;5
96;107;1;5
111;107;1;5
7;108;1;5
13;108;2;2
16;108;1;5
34;108;1;5
48;108;1;5
55;108;2;2
65;108;1;5
85;108;2;2
97;108;2;2
103;108;1;5
119;108;1;5
7;109;1;5
10;109;12;7
15;109;1;5
23;109;C2;7
25;109;2;2
35;109;CL;5.5
40;109;1;10
41;109;1;5
43;109;1L;5.5
57;109;C3;6
62;109;2;2
63;109;2;2
65;109;2;2
68;109;1;5
73;109;C2;7
77;109;C;5
81;109;1;5
83;109;3;1
87;109;C2;7
89;109;1;5
90;109;12;7
101;109;C1;10
102;109;1;5
105;109;L;0.5
111;109;23;3
119;109;1;5
121;109;2;2
125;109;1;5
126;109;C;5
1;110;3;1
3;110;2;2
5;110;1L;5.5
9;110;2;2
10;110;2;2
11;110;1;5
21;110;1;5
33;110;3;1
39;110;1;5
41;110;1;5
42;110;C;5
46;110;1;5
57;110;2;2
63;110;C2L;9.5
65;110;2;2
71;110;L;0.5
82;110;1;5
86;110;1;5
89;110;1;5
93;110;1;5
96;110;1;5
97;110;2L;2.5
99;110;1;5
104;110;1;5
111;110;2;2
112;110;1;5
113;110;3;1
117;110;2;2
119;110;13;6
120;110;1;5
1;111;L;1
4;111;2;2
5;111;C2L;7.5
14;111;2;2
17;111;L;1
21;111;1;5
22;111;2;2
30;111;2;2
36;111;1;5
39;111;2;2
40;111;12;7
47;111;13;6
54;111;1;5
63;111;3;2
65;111;3L;1.5
66;111;1;5
76;111;L;0.5
78;111;2;4
79;111;3L;1.5
86;111;2;4
89;111;1;5
90;111;2;2
91;111;2;2
95;111;3L;1.5
99;111;3L;1.5
103;111;L;0.5
106;111;2;2
107;111;1;5
109;111;23;3
110;111;2;2
120;111;L;1
125;111;C;5
127;111;L;0.5
128;111;L;0.5
1;112;1;5
7;112;3;1
9;112;C;5
11;112;C;5
15;112;C;5
16;112;1;5
17;112;C;5
21;112;2;2
22;112;L;0.5
44;112;1;5
49;112;2;4
52;112;C;5
59;112;1;10
60;112;1;5
61;112;1;5
63;112;2;4
64;112;2;2
66;112;1;5
68;112;C;5
73;112;L;0.5
79;112;2L;2.5
81;112;2;2
86;112;1;5
93;112;1;5
97;112;2;2
98;112;1;5
99;112;C;5
106;112;C;5
110;112;1;5
113;112;C;5
115;112;1;5
119;112;C;5
120;112;2;6
3;113;1;5
4;113;1;5
5;113;1;5
9;113;C;5
10;113;L;0.5
11;113;C;5
12;113;2;2
15;113;CL;5.5
17;113;C;5
18;113;2;2
20;113;2;2
23;113;L;0.5
25;113;2;2
26;113;L;0.5
37;113;2;2
42;113;L;0.5
47;113;1;5
49;113;L;0.5
52;113;C;5
63;113;3;1
64;113;3;1
65;113;L;0.5
68;113;C;5
79;113;L;0.5
83;113;2;2
87;113;3;1
90;113;L;0.5
96;113;2;2
97;113;3;1
98;113;12;7
99;113;C12;12
106;113;C13L;12
110;113;3;1
112;113;C;5
117;113;1;5
119;113;C;5
127;113;L;1
1;115;CL;5.5
4;115;1;5
14;115;1;5
15;115;2;2
20;115;2;2
23;115;1;5
25;115;3;1
27;115;L;0.5
32;115;2L;2.5
33;115;2;2
35;115;1;5
37;115;1;5
41;115;C;5
44;115;2;2
55;115;2;2
62;115;2;2
65;115;L;0.5
72;115;1;5
84;115;C;5
87;115;3;1
92;115;2;2
97;115;2;2
99;115;2;2
101;115;1;5
105;115;12;7
106;115;1L;5.5
112;115;1;5
119;115;1;5
121;115;2;2
126;115;12;7
127;115;2;2
24;117;L;0.5
49;117;C;5
54;117;L;0.5
57;117;12;7
65;117;3;1
68;117;2;2
79;117;1;5
81;117;1;5
83;117;L;0.5
85;117;L;0.5
86;117;1;5
92;117;C;5
95;117;1;5
97;117;L;0.5
98;117;1;5
99;117;2;2
102;117;1L;5.5
105;117;2;2
106;117;2;2
110;117;2;2
113;117;1;5
121;117;1;5
4;118;2;2
10;118;C;5
28;118;1;5
34;118;C;5
60;118;1;5
72;118;C;5
77;118;12;12
90;118;C;5
122;118;C;5
9;119;C;5
11;119;C;5
13;119;2;2
15;119;C3;6
17;119;C12;12
21;119;1;5
26;119;L;0.5
27;119;L;0.5
33;119;2;2
35;119;1;10
39;119;12;7
47;119;L;0.5
52;119;C;5
55;119;2;2
57;119;2;2
62;119;1;5
68;119;C;5
71;119;1;5
72;119;1;5
73;119;1;5
77;119;1;5
79;119;2;4
83;119;1;5
87;119;2;2
89;119;1;10
97;119;2;2
99;119;C;5
101;119;1;5
103;119;2;2
104;119;1;5
106;119;C1;10
108;119;1;5
109;119;1;5
110;119;13;6
112;119;C;5
113;119;C;5
115;119;1;5
1;120;3;1
3;120;L;0.5
4;120;2;2
7;120;1;5
9;120;1;10
11;120;2;2
15;120;12;7
16;120;2;2
26;120;C;5
31;120;1;5
32;120;1;5
33;120;C;5
39;120;L;0.5
52;120;1L;5.5
55;120;C;5
63;120;3;1
71;120;C;5
72;120;1;5
73;120;2L;2.5
79;120;2;2
81;120;2L;2.5
86;120;C;5
87;120;2;2
89;120;1L;5.5
93;120;2;2
99;120;12;7
105;120;C12;17
110;120;1;5
111;120;L;1
112;120;2;6
126;120;1;5
127;120;3;1
1;121;3;1
4;121;2;2
22;121;C;5
23;121;L;0.5
25;121;1;5
32;121;L;0.5
33;121;L;0.5
42;121;L;0.5
43;121;2;2
44;121;C;5
49;121;3L;1.5
55;121;L;0.5
57;121;2;2
58;121;C;5
60;121;C;5
65;121;L;0.5
77;121;1;5
78;121;12;7
81;121;1L;5.5
82;121;C1;10
87;121;1;5
92;121;3;1
95;121;3;1
104;121;C;5
105;121;3;1
109;121;2;2
115;121;2;2
117;121;1;5
127;121;123L;8.5
10;122;C;5
31;122;2;4
34;122;C;5
36;122;1;5
49;122;1;5
65;122;1;5
67;122;1;5
72;122;C;5
90;122;C;5
118;122;C;5
28;123;1;5
63;123;1;5
4;124;1;5
7;124;1;5
12;124;L;0.5
37;124;1;5
41;124;1;5
42;124;2;2
47;124;2;2
48;124;1;5
72;124;1;5
76;124;L;0.5
90;124;2;2
101;124;1;5
106;124;2;2
5;125;C;5
15;125;1;5
21;125;L;0.5
31;125;L;0.5
48;125;1;5
50;125;2;2
86;125;2;2
109;125;1;5
111;125;C;5
18;126;1;5
23;126;C;5
26;126;2;2
30;126;1;5
31;126;1;5
35;126;C1;10
36;126;1;5
37;126;2;2
41;126;2;2
57;126;C2;7
58;126;2;2
72;126;2;2
73;126;C;5
76;126;L;0.5
77;126;CL;5.5
87;126;CL;5.5
101;126;C;5
105;126;2;2
109;126;C;5
115;126;12;7
120;126;1;5
4;127;2;2
5;127;2;2
7;127;2;2
10;127;L;0.5
13;127;1;5
17;127;L;0.5
26;127;1L;5.5
31;127;L;0.5
33;127;L;0.5
35;127;L;0.5
36;127;2;2
41;127;2;2
47;127;2;4
49;127;L;0.5
55;127;3L;1.5
62;127;C;5
63;127;L;0.5
66;127;1;5
67;127;3;1
81;127;3;1
82;127;3;1
86;127;1;5
89;127;L;0.5
93;127;C;5
97;127;L;1
98;127;23;3
99;127;2;2
102;127;C;5
104;127;2;2
111;127;L;0.5
113;127;L;1
115;127;2;2
120;127;3;1
121;127;123L;8.5
128;127;1;5
1;128;12;7
4;128;1;5
11;128;1;5
15;128;L;0.5
21;128;L;0.5
26;128;1;5
28;128;C;5
32;128;1;5
37;128;1;5
40;128;1;10
41;128;2;2
52;128;1;5
57;128;1;5
58;128;1;5
64;128;2;2
67;128;1;5
68;128;1;5
89;128;2;2
111;128;L;0.5
127;128;1;5
