Source;Target;Label;Weight
111;66;2;2
113;66;L;0.5
116;66;1;5
117;66;2;2
123;66;1;5
127;66;2;4
2;67;C;5
7;67;3;1
23;67;2;2
31;67;3L;1.5
35;67;1;10
41;67;1;5
45;67;2;2
53;67;3;1
57;67;L;0.5
58;67;1;5
61;67;2;2
69;67;1;5
74;67;2L;2.5
79;67;1L;5.5
83;67;2;2
87;67;12;7
93;67;1L;5.5
95;67;2;2
97;67;1;5
99;67;2;2
106;67;1;5
119;67;3;1
123;67;2;2
16;68;1;5
17;68;23;3
26;68;1;5
30;68;1;5
46;68;L;0.5
47;68;2L;2.5
57;68;2;2
58;68;2;2
63;68;CL;5.5
65;68;23;3
66;68;1L;5.5
71;68;12;7
76;68;1;5
79;68;3;1
81;68;3;1
89;68;1;5
91;68;2;2
94;68;1;5
101;68;1;5
104;68;1;5
105;68;C1;10
111;68;1;5
115;68;1;5
125;68;1;5
127;68;2;2
2;69;1;5
7;69;C;5
9;69;C;5
16;69;2;2
19;69;C;5
28;69;2;2
31;69;1;5
33;69;2;2
35;69;C1L;10.5
45;69;1;10
54;69;1;5
55;69;C2;7
56;69;1;5
57;69;2;2
67;69;1;5
76;69;1;5
77;69;2;2
81;69;2;2
82;69;2;2
86;69;2;4
90;69;C;5
92;69;C1L;10.5
93;69;1L;5.5
94;69;C;5
98;69;1;5
103;69;1;5
105;69;2;2
110;69;1;5
113;69;2;2
124;69;1;5
11;71;C;5
13;71;1;5
20;71;1;5
28;71;1;5
30;71;12;7
31;71;1;5
32;71;L;0.5
33;71;2L;2.5
39;71;L;1
40;71;2;2
42;71;1;5
49;71;2;2
51;71;2;2
52;71;1;5
53;71;2;2
55;71;1;5
56;71;1;10
58;71;L;0.5
63;71;L;0.5
65;71;L;0.5
68;71;12;7
73;71;C;5
79;71;2L;2.5
80;71;C2;7
82;71;1;5
89;71;1;5
96;71;C;5
97;71;L;0.5
98;71;C;5
99;71;2;2
102;71;C;5
103;71;1L;6
104;71;3;1
105;71;2;2
116;71;L;0.5
117;71;1;5
121;71;2;2
127;71;3;1
10;72;C;5
11;72;1;5
17;72;1;5
23;72;1;5
27;72;L;0.5
32;72;C;5
42;72;1;5
51;72;L;0.5
53;72;C2;9
58;72;L;0.5
64;72;1;5
78;72;C;5
86;72;C;5
93;72;2;2
99;72;1;5
101;72;1;5
108;72;L;0.5
110;72;C;5
111;72;1;5
123;72;1;5
1;73;1;5
4;73;1;5
9;73;1;5
11;73;C;5
13;73;13;7
17;73;23L;3.5
23;73;2L;2.5
28;73;2;4
35;73;2;2
39;73;1;5
46;73;1L;5.5
49;73;3;1
52;73;2;2
53;73;1;5
54;73;2;2
55;73;2L;2.5
56;73;1;5
58;73;2;2
61;73;2;2
63;73;2;4
65;73;L;1
71;73;C;5
77;73;L;0.5
78;73;2L;2.5
80;73;C;5
86;73;2;2
87;73;L;0.5
89;73;23L;3.5
90;73;1;5
94;73;2;2
96;73;C;5
97;73;13L;6.5
98;73;C1;10
100;73;L;0.5
101;73;L;0.5
102;73;C;5
111;73;L;0.5
113;73;12;7
123;73;1;5
38;74;1;5
40;74;1;5
41;74;1;10
45;74;2;2
46;74;1L;5.5
50;74;L;0.5
54;74;1;5
55;74;12;7
57;74;2;2
60;74;2;2
63;74;2;2
67;74;2L;2.5
87;74;2;2
89;74;1;5
93;74;1;5
100;74;1L;10.5
106;74;2;2
111;74;1;5
128;74;1L;5.5
1;76;2;2
16;76;1;5
17;76;2;2
31;76;2L;2.5
34;76;1;5
40;76;3;1
41;76;1;5
47;76;2;2
53;76;L;0.5
54;76;1;5
58;76;12;7
59;76;1;5
66;76;L;0.5
68;76;1;5
69;76;1;5
81;76;2;2
86;76;1;5
100;76;1;5
103;76;2;2
125;76;1;5
7;77;3;1
9;77;13;6
17;77;1;5
19;77;3;1
27;77;L;0.5
28;77;1;5
34;77;2;2
39;77;12;7
41;77;1;5
42;77;L;0.5
46;77;1;5
47;77;2;2
49;77;12;7
54;77;1;5
55;77;L;0.5
62;77;1;5
65;77;2;2
66;77;L;0.5
69;77;2;2
73;77;L;0.5
81;77;3L;1.5
89;77;1;5
93;77;12;7
96;77;2;4
98;77;1;5
100;77;L;0.5
101;77;2;2
104;77;L;0.5
105;77;L;0.5
111;77;1;10
113;77;2;2
119;77;L;0.5
121;77;1;5
128;77;2;2
10;78;C;5
13;78;1;5
30;78;1;5
31;78;2;2
32;78;C2;7
33;78;2;2
34;78;1;5
35;78;1;5
38;78;1;5
52;78;1;5
53;78;C;5
58;78;1;5
60;78;1;5
63;78;1;5
72;78;C;5
73;78;2L;2.5
81;78;2L;2.5
82;78;2;2
86;78;C;5
93;78;3;1
94;78;1;5
95;78;2;2
96;78;L;0.5
97;78;L;0.5
98;78;1;5
101;78;2;2
103;78;2;2
104;78;1;5
106;78;1;5
110;78;C;5
116;78;12;7
121;78;2;2
127;78;3;1
1;79;L;1
7;79;3;1
11;79;2;2
12;79;C;5
26;79;C;5
28;79;C23;8
30;79;C2;7
31;79;L;0.5
32;79;23;3
33;79;L;0.5
36;79;1;5
37;79;1L;5.5
39;79;2;2
40;79;2;2
42;79;2L;2.5
44;79;1;5
45;79;2;4
47;79;3;1
54;79;2;2
58;79;L;0.5
60;79;2;2
62;79;2;2
67;79;1L;5.5
68;79;3;1
71;79;2L;2.5
81;79;C;5
87;79;C;5
89;79;3;1
93;79;2;2
95;79;L;0.5
97;79;3L;1.5
100;79;L;0.5
103;79;L;0.5
104;79;C;5
113;79;L;0.5
121;79;C1;10
125;79;1;5
127;79;L;1
128;79;C13;11
11;80;C;5
13;80;1;5
23;80;L;0.5
31;80;2;2
37;80;1;5
39;80;1;5
42;80;1;5
45;80;L;0.5
49;80;1;5
71;80;C2;7
73;80;C;5
93;80;2;2
95;80;1;5
96;80;C;5
97;80;1L;5.5
98;80;CL;5.5
101;80;1;5
102;80;C;5
106;80;1;15
111;80;2;2
125;80;1;5
4;81;L;0.5
7;81;1;5
12;81;C1;10
16;81;3;1
20;81;1;5
23;81;3;1
26;81;C1;10
28;81;C;5
29;81;2;4
30;81;C;5
32;81;1;5
33;81;L;0.5
34;81;1L;5.5
36;81;2;2
37;81;12;7
39;81;3L;1.5
46;81;2;2
49;81;3L;1.5
51;81;2;2
53;81;2;2
54;81;L;0.5
57;81;13;6
60;81;2;4
63;81;3;1
66;81;2;2
68;81;3;1
69;81;2;2
76;81;2;2
77;81;3L;1.5
78;81;2L;2.5
79;81;C;5
87;81;C;5
89;81;2;2
91;81;2;2
93;81;3L;1.5
94;81;2;2
95;81;L;0.5
99;81;1;5
100;81;1L;5.5
101;81;L;0.5
104;81;C23;8
110;81;1;5
115;81;2;2
121;81;C;5
123;81;2;2
124;81;1;5
127;81;3L;1.5
128;81;C;5
9;82;1;5
10;82;1;5
11;82;2;2
12;82;L;0.5
13;82;1;5
23;82;1;5
32;82;1;5
35;82;1;5
36;82;C;5
41;82;C1;10
42;82;2;2
43;82;1;5
47;82;1;5
54;82;L;0.5
55;82;1;10
56;82;1;5
59;82;1;5
62;82;C;5
69;82;2;2
71;82;1;5
78;82;2;2
86;82;1;5
89;82;2;2
97;82;L;0.5
104;82;2;2
106;82;C;5
111;82;3;1
116;82;C;5
117;82;C;5
119;82;1;5
123;82;1;5
124;82;2;2
2;83;2;2
7;83;L;0.5
31;83;C;5
38;83;L;0.5
39;83;1;5
42;83;1;5
47;83;L;0.5
61;83;1;5
67;83;2;2
92;83;1;10
93;83;2;2
97;83;3;1
104;83;2;2
106;83;L;0.5
107;83;1;5
111;83;1;5
115;83;L;0.5
4;86;2;2
10;86;C;5
19;86;2;2
27;86;L;0.5
32;86;C;5
39;86;2;2
43;86;2;2
50;86;1;5
52;86;L;0.5
53;86;C;5
54;86;2;2
69;86;2;4
72;86;C;5
73;86;2;2
76;86;1;5
78;86;C;5
82;86;1;5
91;86;L;0.5
98;86;1L;10.5
106;86;1;5
108;86;L;0.5
110;86;C;5
125;86;L;0.5
1;87;L;1.5
9;87;2;2
12;87;C12L;12.5
16;87;3;2
17;87;3;1
20;87;2;2
26;87;C2L;7.5
27;87;12;7
28;87;C;5
30;87;CL;5.5
35;87;3;1
39;87;L;0.5
42;87;1L;5.5
45;87;1;5
57;87;1;5
63;87;L;0.5
67;87;12;7
73;87;L;0.5
74;87;2;2
79;87;C;5
81;87;C;5
93;87;L;0.5
94;87;2;2
96;87;L;0.5
97;87;L;0.5
99;87;2;2
100;87;2;2
103;87;2;4
104;87;C13;11
116;87;2;2
121;87;C;5
123;87;12;7
125;87;12;7
128;87;C;5
2;88;1;5
5;88;C;5
38;88;C2;7
44;88;C;5
47;88;C;5
49;88;2;2
50;88;2;2
57;88;C;5
99;88;C;5
107;88;C;5
114;88;C1;10
1;89;23L;3.5
8;89;C;5
12;89;12;7
13;89;L;0.5
16;89;C1;10
17;89;3;1
20;89;C;5
29;89;C;5
33;89;3;2
36;89;3;1
37;89;2;2
39;89;13;6
41;89;2;2
46;89;C2;7
49;89;C;5
50;89;2;2
52;89;C;5
54;89;C;5
55;89;L;0.5
56;89;C;5
63;89;3;1
65;89;C2;7
68;89;1;5
71;89;1;5
73;89;23L;3.5
74;89;1;5
77;89;1;5
79;89;3;1
81;89;2;2
82;89;2;2
91;89;1;5
94;89;2;2
96;89;2;2
97;89;L;0.5
98;89;2;4
101;89;C;5
111;89;L;0.5
113;89;12;9
119;89;C;5
121;89;12L;7.5
123;89;1;5
7;90;C;5
9;90;C;5
19;90;C;5
29;90;1;5
35;90;C;5
55;90;C;5
69;90;C;5
73;90;1;5
92;90;C;5
94;90;C1;10
96;90;1;5
123;90;2;2
124;90;1;5
30;91;1;5
32;91;1;5
50;91;CL;6.5
51;91;1;10
58;91;C;5
60;91;1;5
62;91;1L;5.5
63;91;1;5
65;91;2;2
68;91;2;2
81;91;2;2
86;91;L;0.5
89;91;1;5
106;91;L;1
108;91;2;2
117;91;L;0.5
121;91;1;5
6;92;L;0.5
7;92;C;5
9;92;C;5
19;92;C1;10
30;92;1;5
31;92;2;2
33;92;2;2
35;92;C;5
39;92;2;2
44;92;1;5
47;92;2;2
55;92;C;5
60;92;L;0.5
69;92;C1L;10.5
83;92;1;10
90;92;C;5
93;92;1;5
94;92;C;5
95;92;3;1
101;92;2;2
103;92;2;2
105;92;3;1
111;92;1;5
9;93;2;2
12;93;2L;2.5
13;93;1;5
17;93;1;5
30;93;1;5
31;93;L;0.5
32;93;2;2
36;93;L;0.5
39;93;L;0.5
41;93;2;2
42;93;L;1
45;93;1;5
47;93;L;0.5
49;93;2;2
54;93;L;0.5
57;93;L;0.5
59;93;12;7
63;93;2;2
64;93;1;5
65;93;1;10
66;93;2;2
67;93;1L;5.5
69;93;1L;5.5
72;93;2;2
74;93;1;5
77;93;12;7
78;93;3;1
79;93;2;2
80;93;2;2
81;93;3L;1.5
83;93;2;2
87;93;L;0.5
92;93;1;5
96;93;1;5
97;93;L;0.5
101;93;3;1
103;93;1;5
105;93;L;0.5
106;93;1;5
110;93;1;5
113;93;1;5
124;93;1;5
127;93;2;4
128;93;1;5
2;94;1;5
7;94;CL;5.5
9;94;CL;5.5
11;94;1;5
13;94;L;0.5
19;94;C;5
23;94;2;2
27;94;1;5
29;94;1;5
33;94;1;5
35;94;C2;7
38;94;2;2
41;94;2;2
52;94;1;5
54;94;1;5
55;94;C1;15
59;94;2;2
68;94;1;5
69;94;C;5
73;94;2;2
78;94;1;5
81;94;2;2
87;94;2;2
89;94;2;2
90;94;C1;10
92;94;C;5
105;94;1;5
128;94;2;2
1;95;L;2
4;95;2;2
7;95;L;0.5
9;95;2;2
13;95;2;2
16;95;1;5
19;95;2;2
23;95;L;0.5
37;95;2;2
39;95;3;1
40;95;3;1
41;95;2;2
42;95;23;3
45;95;2;2
47;95;12L;7.5
49;95;3L;1.5
54;95;2;2
55;95;3;3
57;95;3L;1.5
58;95;1;5
65;95;L;1.5
66;95;2;2
67;95;2;2
78;95;2;2
79;95;L;0.5
80;95;1;5
81;95;L;0.5
92;95;3;1
96;95;1;5
97;95;L;0.5
111;95;L;0.5
113;95;L;1
121;95;12L;7.5
127;95;L;0.5
11;96;C2;7
26;96;1;5
27;96;1;5
43;96;1;5
46;96;1;5
47;96;2;2
49;96;2;2
51;96;1;5
55;96;2;4
58;96;12;7
60;96;2;2
62;96;1;5
71;96;C;5
73;96;C;5
77;96;2;4
78;96;L;0.5
80;96;C;5
87;96;L;0.5
89;96;2;2
90;96;1;5
93;96;1;5
95;96;1;5
98;96;C;5
99;96;L;0.5
102;96;C;5
104;96;L;0.5
108;96;1;5
119;96;L;0.5
6;97;C1;10
7;97;L;0.5
12;97;2;2
23;97;3L;1.5
26;97;L;0.5
30;97;2;2
31;97;L;0.5
39;97;2;2
40;97;1;5
41;97;2;2
44;97;2;6
45;97;L;0.5
48;97;2;4
51;97;L;0.5
54;97;L;0.5
55;97;23;3
61;97;L;0.5
65;97;3;1
66;97;2;2
67;97;1;5
71;97;L;0.5
73;97;13L;6.5
78;97;L;0.5
79;97;3L;1.5
80;97;1L;5.5
82;97;L;0.5
83;97;3;1
87;97;L;0.5
89;97;L;0.5
93;97;L;0.5
95;97;L;0.5
98;97;1;5
100;97;12;7
110;97;2;2
111;97;3L;1.5
113;97;L;1
121;97;13;6
124;97;2;2
127;97;L;0.5
2;98;1;5
9;98;13;6
10;98;L;0.5
11;98;C1;10
20;98;1;5
23;98;1;5
33;98;2;2
37;98;L;0.5
40;98;L;0.5
43;98;L;0.5
45;98;1;5
46;98;L;0.5
49;98;1;5
53;98;L;0.5
61;98;1;5
69;98;1;5
71;98;C;5
73;98;C1;10
77;98;1;5
78;98;1;5
80;98;CL;5.5
86;98;1L;10.5
89;98;2;4
96;98;C;5
97;98;1;5
102;98;C;5
111;98;2;2
116;98;2;2
119;98;L;0.5
121;98;2;2
127;98;1;5
4;99;L;0.5
5;99;C;5
8;99;1;5
31;99;L;0.5
38;99;CL;5.5
43;99;1;5
44;99;C;5
47;99;C;5
56;99;L;0.5
57;99;C;5
58;99;1;5
59;99;1;5
67;99;2;2
71;99;2;2
72;99;1;5
81;99;1;5
87;99;2;2
88;99;C;5
96;99;L;0.5
105;99;2;2
107;99;C;5
114;99;C;5
115;99;2;2
123;99;1;5
1;100;3;1
4;100;2;2
8;100;1;5
17;100;12;7
20;100;1;5
26;100;1;5
27;100;2;2
28;100;2;2
30;100;2;2
31;100;2;2
34;100;1;5
36;100;2;2
40;100;1;5
42;100;1;5
45;100;1;5
48;100;CL;5.5
53;100;1;5
55;100;3;1
57;100;1;5
59;100;12;7
62;100;2;2
65;100;1;5
66;100;3;1
73;100;L;0.5
74;100;1L;10.5
76;100;1;5
77;100;L;0.5
79;100;L;0.5
81;100;1L;5.5
87;100;2;2
97;100;12;7
101;100;12;7
104;100;2;2
105;100;1;5
110;100;1;5
111;100;L;0.5
113;100;3;1
118;100;1;5
124;100;2;2
127;100;3;1
1;101;3;1
5;101;1;5
8;101;C;5
10;101;1;5
12;101;L;0.5
13;101;L;0.5
16;101;C;5
20;101;C;5
29;101;C;5
31;101;L;0.5
33;101;2L;2.5
37;101;1;5
42;101;3;1
43;101;1;5
46;101;C2;7
49;101;C;5
51;101;12;7
52;101;C;5
54;101;C2;9
55;101;1;5
56;101;C;5
57;101;1;5
60;101;1L;5.5
63;101;1L;5.5
65;101;C;5
68;101;1;5
72;101;1;5
73;101;L;0.5
77;101;2;2
78;101;2;2
80;101;1;5
81;101;L;0.5
89;101;C;5
92;101;2;2
93;101;3;1
100;101;12;7
103;101;2;2
111;101;2;2
118;101;1;5
119;101;C3;6
121;101;L;0.5
123;101;2;2
11;102;C;5
71;102;C;5
73;102;C;5
80;102;C;5
96;102;C;5
98;102;C;5
1;103;3;1
9;103;1;5
11;103;2;2
12;103;1;5
26;103;1L;10.5
27;103;1;5
28;103;1;5
31;103;2;2
35;103;1;5
36;103;1;10
37;103;C12;12
39;103;13;6
40;103;L;0.5
45;103;C;5
48;103;L;0.5
57;103;1;5
59;103;1;5
60;103;1;5
69;103;1;5
71;103;1L;6
76;103;2;2
78;103;2;2
79;103;L;0.5
87;103;2;4
92;103;2;2
93;103;1;5
101;103;2;2
104;103;2;2
116;103;2;2
121;103;1;5
127;103;2;2
9;104;23;3
11;104;1;5
12;104;C12;12
16;104;12;7
26;104;CL;5.5
28;104;C;5
29;104;2;2
30;104;C;5
38;104;1;5
47;104;3;1
53;104;L;0.5
55;104;2;2
56;104;1;5
59;104;2;2
61;104;1;5
63;104;1;5
68;104;1;5
71;104;3;1
77;104;L;0.5
78;104;1;5
79;104;C;5
81;104;C23;8
82;104;2;2
83;104;2;2
87;104;C13;11
96;104;L;0.5
100;104;2;2
103;104;2;2
111;104;1;5
113;104;2;2
121;104;CL;5.5
127;104;L;0.5
128;104;C;5
1;105;3;1
2;105;1;5
4;105;1;5
11;105;2;2
16;105;2;2
28;105;L;1
32;105;1;5
35;105;1L;5.5
36;105;1;10
40;105;2;2
49;105;L;0.5
51;105;12L;7.5
53;105;2L;2.5
54;105;L;0.5
55;105;L;0.5
57;105;3;1
60;105;1;5
63;105;C2;9
65;105;L;0.5
68;105;C1;10
69;105;2;2
71;105;2;2
77;105;L;0.5
92;105;3;1
93;105;L;0.5
94;105;1;5
99;105;2;2
100;105;1;5
113;105;3L;1.5
128;105;L;0.5
6;106;L;0.5
12;106;1;5
13;106;L;0.5
26;106;1;5
36;106;C;5
37;106;L;0.5
41;106;C1;10
47;106;2;2
62;106;C;5
64;106;2;2
66;106;1;10
67;106;1;5
74;106;2;2
78;106;1;5
80;106;1;15
82;106;C;5
83;106;L;0.5
86;106;1;5
91;106;L;1
93;106;1;5
116;106;C;5
117;106;CL;5.5
124;106;L;0.5
127;106;2;2
128;106;3;1
5;107;C;5
38;107;C;5
44;107;C;5
47;107;C;5
57;107;C;5
83;107;1;5
88;107;C;5
99;107;C;5
114;107;CL;5.5
119;107;2;2
17;108;C;5
19;108;1;5
27;108;L;0.5
28;108;2;2
29;108;2;2
30;108;L;0.5
34;108;L;0.5
66;108;C;5
72;108;L;0.5
86;108;L;0.5
91;108;2;2
96;108;1;5
2;110;1;5
10;110;C;5
32;110;C;5
33;110;1;5
44;110;1;5
53;110;C;5
60;110;2;2
69;110;1;5
72;110;C;5
78;110;C;5
81;110;1;5
86;110;C;5
93;110;1;5
97;110;2;2
100;110;1;5
1;111;L;1
7;111;2;2
11;111;2;2
13;111;2;2
16;111;1L;5.5
17;111;3L;1.5
20;111;2L;2.5
23;111;L;0.5
27;111;2;2
28;111;23;3
30;111;3;1
39;111;3;1
40;111;2;2
41;111;L;0.5
43;111;C;5
55;111;2;2
57;111;2;2
58;111;3;1
59;111;2;2
63;111;3L;2
65;111;3;2
66;111;2;2
68;111;1;5
72;111;1;5
73;111;L;0.5
74;111;1;5
77;111;1;10
80;111;2;2
82;111;3;1
83;111;1;5
89;111;L;0.5
92;111;1;5
95;111;L;0.5
97;111;3L;1.5
98;111;2;2
100;111;L;0.5
101;111;2;2
104;111;1;5
115;111;1;5
117;111;2;2
125;111;3;1
127;111;L;0.5
128;111;2;4
1;113;3;1
16;113;2;2
20;113;2;2
23;113;3;1
26;113;L;0.5
27;113;1;5
29;113;2;2
31;113;L;0.5
33;113;3;1
35;113;13L;11.5
36;113;2;2
37;113;1;5
39;113;1;5
40;113;2;2
41;113;L;0.5
51;113;2;2
54;113;L;0.5
61;113;2;2
63;113;1L;5.5
66;113;L;0.5
69;113;2;2
73;113;12;7
77;113;2;2
79;113;L;0.5
89;113;12;9
93;113;1;5
95;113;L;1
97;113;L;1
100;113;3;1
104;113;2;2
105;113;3L;1.5
119;113;1;5
121;113;1;5
127;113;3;1
5;114;C;5
6;114;1;5
38;114;C;5
44;114;C;5
47;114;C;5
48;114;1;5
57;114;C;5
88;114;C1;10
99;114;C;5
107;114;CL;5.5
4;115;L;1.5
8;115;1;5
9;115;L;0.5
10;115;1;5
12;115;1;5
13;115;1;5
26;115;1;5
27;115;2;2
28;115;2;2
39;115;2;2
45;115;1;5
46;115;1;5
59;115;1;5
68;115;1;5
81;115;2;2
83;115;L;0.5
99;115;2;2
111;115;1;5
117;115;1;5
127;115;1;5
4;116;L;0.5
13;116;2;2
19;116;1;5
20;116;1;5
36;116;C2;7
41;116;C;5
42;116;L;0.5
50;116;L;0.5
51;116;1;5
59;116;L;0.5
62;116;C1;10
66;116;1;5
71;116;L;0.5
78;116;12;7
82;116;C;5
87;116;2;2
98;116;2;2
103;116;2;2
106;116;C;5
117;116;C;5
128;116;2;2
8;117;2;2
11;117;2;2
29;117;L;0.5
36;117;C;5
37;117;1;10
41;117;CL;5.5
62;117;C;5
64;117;L;0.5
66;117;2;2
71;117;1;5
82;117;C;5
91;117;L;0.5
106;117;CL;5.5
111;117;2;2
115;117;1;5
116;117;C;5
128;117;1;5
4;118;1;5
5;118;2;2
8;118;1;5
13;118;1;5
27;118;L;0.5
30;118;1;5
35;118;1;5
39;118;1;5
46;118;1;5
48;118;1;10
57;118;2;2
63;118;2;2
100;118;1;5
101;118;1;5
128;118;2;2
1;119;L;0.5
7;119;1;5
8;119;C;5
11;119;L;0.5
16;119;C2;7
20;119;C2;7
26;119;23;3
28;119;2;2
29;119;C;5
30;119;1;5
31;119;3;2
35;119;12;7
45;119;2;2
46;119;C;5
47;119;3L;1.5
49;119;C;5
52;119;C3;6
54;119;C1;10
55;119;3;1
56;119;C;5
58;119;1;5
60;119;1;5
61;119;2;2
65;119;C;5
67;119;3;1
77;119;L;0.5
82;119;1;5
89;119;C;5
96;119;L;0.5
98;119;L;0.5
101;119;C3;6
107;119;2;2
113;119;1;5
121;119;2;2
123;119;1L;5.5
128;119;2;2
11;121;2;2
12;121;C;5
26;121;C1;10
28;121;C;5
29;121;1;5
30;121;C;5
32;121;L;1
33;121;L;0.5
36;121;1L;5.5
40;121;2;2
42;121;3;1
45;121;1;5
47;121;1;5
48;121;L;0.5
49;121;2;2
52;121;1L;5.5
57;121;1;5
58;121;L;0.5
60;121;2;2
63;121;2;2
65;121;12;7
71;121;2;2
77;121;1;5
78;121;2;2
79;121;C1;10
81;121;C;5
87;121;C;5
89;121;12L;7.5
91;121;1;5
95;121;12L;7.5
97;121;13;6
98;121;2;2
101;121;L;0.5
103;121;1;5
104;121;CL;5.5
113;121;1;5
119;121;2;2
124;121;L;0.5
125;121;12;7
128;121;C1;15
1;123;CL;6
2;123;1;5
9;123;23;3
12;123;12;7
16;123;2;2
33;123;2L;2.5
36;123;1;5
38;123;L;0.5
39;123;2;2
40;123;1;5
45;123;L;0.5
46;123;2;2
54;123;1;5
60;123;C;5
61;123;C;5
66;123;1;5
67;123;2;2
72;123;1;5
73;123;1;5
81;123;2;2
82;123;1;5
87;123;12;7
89;123;1;5
90;123;2;2
99;123;1;5
101;123;2;2
119;123;1L;5.5
127;123;2;2
7;124;2;2
11;124;1;5
28;124;1;10
34;124;L;0.5
36;124;1;5
41;124;L;0.5
42;124;2;2
46;124;1;10
48;124;12;7
49;124;2;2
62;124;L;0.5
69;124;1;5
81;124;1;5
82;124;2;2
90;124;1;5
93;124;1;5
97;124;2;2
100;124;2;2
106;124;L;0.5
121;124;L;0.5
1;125;2;2
2;125;1;5
10;125;L;0.5
17;125;2;2
30;125;2L;2.5
40;125;1;5
43;125;L;0.5
57;125;1;5
63;125;1;5
68;125;1;5
76;125;1;5
79;125;1;5
80;125;1;5
86;125;L;0.5
87;125;12;7
111;125;3;1
121;125;12;7
4;127;1;5
7;127;3;1
8;127;2;2
11;127;L;0.5
13;127;2;2
17;127;L;1.5
23;127;L;0.5
31;127;L;1.5
39;127;C;5
43;127;2;2
45;127;3;1
49;127;L;1
51;127;C;5
52;127;2;2
54;127;2;2
58;127;3;1
60;127;3;1
63;127;L;0.5
64;127;1;5
65;127;L;1
66;127;2;4
68;127;2;2
71;127;3;1
78;127;3;1
79;127;L;1
81;127;3L;1.5
93;127;2;4
95;127;L;0.5
97;127;L;0.5
98;127;1;5
100;127;3;1
103;127;2;2
104;127;L;0.5
106;127;2;2
111;127;L;0.5
113;127;3;1
115;127;1;5
123;127;2;2
128;127;L;0.5
1;128;2;2
12;128;CL;5.5
16;128;1;5
26;128;C1;10
27;128;2;2
28;128;C1;10
29;128;2;2
30;128;C;5
31;128;3;1
33;128;1;10
34;128;2;2
35;128;13;6
36;128;1;5
39;128;L;0.5
41;128;1;5
47;128;L;0.5
48;128;L;0.5
51;128;1;10
57;128;12;7
59;128;2;2
62;128;L;0.5
63;128;2;4
74;128;1L;5.5
77;128;2;2
79;128;C13;11
81;128;C;5
87;128;C;5
93;128;1;5
94;128;2;2
104;128;C;5
105;128;L;0.5
106;128;3;1
111;128;2;4
116;128;2;2
117;128;1;5
118;128;2;2
119;128;2;2
121;128;C1;15
127;128;L;0.5
